comment,likes,published_at,cleaned_comment,sentiment,confidence,date
How tf did dhurandhar guys pull it off ???,0,2026-02-09 08:19:39+00:00,how tf did dhurandhar guys pull it off,neg,0.6044310993795201,2026-02-09
Dhurandhar 🇮🇳,1,2026-02-09 08:12:12+00:00,dhurandhar,pos,0.517334952781358,2026-02-09
Dhurandhar 2 🔥🔥🔥,2,2026-02-09 07:54:11+00:00,dhurandhar,pos,0.517334952781358,2026-02-09
After dhurandhar the revenge teaser 😀,0,2026-02-09 07:04:34+00:00,after dhurandhar the revenge teaser,neg,0.5086517193982674,2026-02-09
Dhurandhar fans like,0,2026-02-09 05:42:24+00:00,dhurandhar fans like,neg,0.5133399801614704,2026-02-09
"He&#39;s a fight to the death<br>He&#39;s a gun to my head<br>An impossible friend<br>Would you take every breath<br>And put it all in one man?<br><br>[Bridge]<br>Amen, ha<br>Ah, men<br>Amen (Dude, check this out)<br>Ah<br><br>[Verse 1]<br>That&#39;s a tight suit, motherfucker<br>Those some nice boots, motherfucker<br>Why you always got a light &#39;tude, lil&#39; brother?<br>Acting like we both in high school, motherfucker<br>Word on the street&#39;s you a burden to beasts<br>Boys wanna grab a handful, I&#39;m hurting a cheek<br>Why y&#39;all got a stereotype being sneaky?<br>Don&#39;t you ever let me catch you around in these streets<br>You know all them bad boys don&#39;t treat us nicely<br>So I give &#39;em these teeth like Keira Knightley<br>Do I look like I wan&#39; be pregnant?<br>Tryna bust all in me like Leeroy Jenkins<br>This got me aching, this got me thinking<br>&quot;Nigga, am I gay or am I just angry?&quot;<br>Am I impatient? I can&#39;t stop dating &#39;em<br>And I&#39;m insatiable, I love the taste of &#39;em<br><br><br>And I have too much tolerance<br>You ugly and fine as shit<br>And if I had more common sense<br>Then I would grab my ride and dip<br>And I have too much tolerance<br>You ugly and fine as shit<br>And if I had more common sense<br>Then I would grab my ride and dip<br><br>[Refrain]<br>He&#39;s a fight to the death<br>He&#39;s a gun to my head (Ah, men)<br>An impossible friend (Men)<br>Would you take every breath (Ah, men, check this out)<br>And put it all in one man?<br><br>[Verse 2]<br>You&#39;re so vain with your stupid chains<br>And your souped-out Range<br>When you look my way (My way)<br>I feel shame &#39;cause you&#39;re such a pain<br>But my DNA wants your D in me (Yeah)<br>He got the Tom Ford down, yes, but do he suit me?<br>Just steamroll past if he can&#39;t eat— (Uh)<br>For real though, gotta pack a Smith like Willow<br>Ten toes down as a duvet pillow<br>Two face, you say? You get zero<br>You act right, you&#39;ll get a movie, limo<br>Two chains, dinner and a smooch down below<br>And all new fans yelling, &quot;You my hero&quot;<br>Men need to cry more, boys need to work<br>But not when he beg his employee to flirt (Huh)<br>Ain&#39;t nobody finna force me to twerk<br>When you&#39;re finished with your goon sesh, join me in church<br>One &#39;roid away from a six-foot hole<br>And that lace-front beard ain&#39;t my point of concern<br>If rent get high and we all need a show<br>They&#39;re enjoying the view, let a girl get a turn<br><br><br>And I have too much tolerance<br>You ugly and fine as shit<br>And if I had more common sense<br>Then I would grab my ride and dip<br>And I have too much tolerance<br>You ugly and fine as shit<br>And if I had more common sense<br>Then I would grab my ride and dip",0,2026-02-09 05:21:03+00:00,hes a fight to the deathhes a gun to my headan impossible friendwould you take every breathand put it all in one manbridgeamen haah menamen dude check this outahverse thats a tight suit motherfuckerthose some nice boots motherfuckerwhy you always got a light tude lil brotheracting like we both in high school motherfuckerword on the streets you a burden to beastsboys wanna grab a handful im hurting a cheekwhy yall got a stereotype being sneakydont you ever let me catch you around in these streetsyou know all them bad boys dont treat us nicelyso i give em these teeth like keira knightleydo i look like i wan be pregnanttryna bust all in me like leeroy jenkinsthis got me aching this got me thinkingquotnigga am i gay or am i just angryquotam i impatient i cant stop dating emand im insatiable i love the taste of emand i have too much toleranceyou ugly and fine as shitand if i had more common sensethen i would grab my ride and dipand i have too much toleranceyou ugly and fine as shitand if i had more common sensethen i would grab my ride and diprefrainhes a fight to the deathhes a gun to my head ah menan impossible friend menwould you take every breath ah men check this outand put it all in one manverse youre so vain with your stupid chainsand your soupedout rangewhen you look my way my wayi feel shame cause youre such a painbut my dna wants your d in me yeahhe got the tom ford down yes but do he suit mejust steamroll past if he cant eat uhfor real though gotta pack a smith like willowten toes down as a duvet pillowtwo face you say you get zeroyou act right youll get a movie limotwo chains dinner and a smooch down belowand all new fans yelling quotyou my heroquotmen need to cry more boys need to workbut not when he beg his employee to flirt huhaint nobody finna force me to twerkwhen youre finished with your goon sesh join me in churchone roid away from a sixfoot holeand that lacefront beard aint my point of concernif rent get high and we all need a showtheyre enjoying the view let a girl get a turnand i have too much toleranceyou ugly and fine as shitand if i had more common sensethen i would grab my ride and dipand i have too much toleranceyou ugly and fine as shitand if i had more common sensethen i would grab my ride and dip,neg,0.5038686843479518,2026-02-09
Dhurandhar <br>Jisne bhi socha ye song add karena ka kamaal socha,2,2026-02-09 05:02:27+00:00,dhurandhar jisne bhi socha ye song add karena ka kamaal socha,pos,0.5632830997967817,2026-02-09
See u on 19th march ❤👀☠️💀,1,2026-02-09 04:56:12+00:00,see u on th march,neg,0.520409398319744,2026-02-09
Omg did they ask for this song from Doja for Dhurandhar??!?!? <br>Doja x Bollywood wasn’t in my 2026 bingo card,3,2026-02-09 02:55:01+00:00,omg did they ask for this song from doja for dhurandhar doja x bollywood wasnt in my bingo card,pos,0.5263651134722732,2026-02-09
"YE NAYA HINDUSTAN HAI, YEH GHAR MEIN GHUSSEGA BHI, AUR MAREGA BHI 🔥🔥",6,2026-02-09 01:56:37+00:00,ye naya hindustan hai yeh ghar mein ghussega bhi aur marega bhi,pos,0.517334952781358,2026-02-09
Remember I&#39;ve lloved her before dhurandhar 😭😭,2,2026-02-08 22:26:04+00:00,remember ive lloved her before dhurandhar,pos,0.5431071475049138,2026-02-08
gregory IS art,1,2026-02-08 21:04:27+00:00,gregory is art,pos,0.5359075800159849,2026-02-08
Dhurandar Rocks...🤘,3,2026-02-08 20:28:56+00:00,dhurandar rocks,neg,0.5275511156838637,2026-02-08
Absolutely made for Dhurandhar.....🎉,4,2026-02-08 18:19:01+00:00,absolutely made for dhurandhar,neg,0.5199806465351906,2026-02-08
Dhurandhar 2 BGM 😅,4,2026-02-08 17:20:21+00:00,dhurandhar bgm,pos,0.517334952781358,2026-02-08
i genuinely thought they got doja cat to sing for dhurandhar but this is so amazing 😍😍,4,2026-02-08 17:09:51+00:00,i genuinely thought they got doja cat to sing for dhurandhar but this is so amazing,pos,0.5454897293549611,2026-02-08
“Sher-e- Lyari” Hamza Ali Mazari. 😊,12,2026-02-08 16:39:45+00:00,shere lyari hamza ali mazari,pos,0.5577663943739934,2026-02-08
Dhurandhar 2 💥 🔥,5,2026-02-08 16:37:56+00:00,dhurandhar,pos,0.517334952781358,2026-02-08
Uffff This track is included in Dhurandar 2 🤙🎵🔥,4,2026-02-08 15:34:42+00:00,uffff this track is included in dhurandar,pos,0.5323667905266354,2026-02-08
Dhu ran dhar 2: The Revenge,5,2026-02-08 15:27:36+00:00,dhu ran dhar the revenge,neg,0.5289105698329218,2026-02-08
Doja Cat in Dhurandhar 2 before GTA 6☠️🙏,2,2026-02-08 15:10:52+00:00,doja cat in dhurandhar before gta,neg,0.529528748760243,2026-02-08
Dhurandhar OP,3,2026-02-08 14:52:06+00:00,dhurandhar op,pos,0.517334952781358,2026-02-08
This song has Dhurandhar movie vibes 💯🔥,4,2026-02-08 14:48:31+00:00,this song has dhurandhar movie vibes,pos,0.5238412428164002,2026-02-08
they have gone international babyyyy,4,2026-02-08 14:44:36+00:00,they have gone international babyyyy,pos,0.5084851034591885,2026-02-08
One like for Dhurandhar&#39;s extraordinary music choice,5,2026-02-08 14:06:46+00:00,one like for dhurandhars extraordinary music choice,pos,0.6229891887816807,2026-02-08
9th March 💀💀💀,2,2026-02-08 13:46:33+00:00,th march,neg,0.520409398319744,2026-02-08
Dhurandhar 2,2,2026-02-08 13:09:46+00:00,dhurandhar,pos,0.517334952781358,2026-02-08
Dhurandhar 2 ahhhh,15,2026-02-08 12:45:54+00:00,dhurandhar ahhhh,pos,0.517334952781358,2026-02-08
Watching this song after the Dhurandhar teaser,4,2026-02-08 12:20:01+00:00,watching this song after the dhurandhar teaser,pos,0.5473778251093626,2026-02-08
Dhurandhar 2 💀💀💀💀,13,2026-02-08 11:54:33+00:00,dhurandhar,pos,0.517334952781358,2026-02-08
Can&#39;t believe ts gonna be dhurandhar&#39;s bgm 😭,3,2026-02-08 11:27:17+00:00,cant believe ts gonna be dhurandhars bgm,pos,0.5330009160757888,2026-02-08
I head this first time after featuring for Dhurandhar,1,2026-02-08 10:53:36+00:00,i head this first time after featuring for dhurandhar,pos,0.5001716773311753,2026-02-08
Dhurandhar ❤,0,2026-02-08 10:51:00+00:00,dhurandhar,pos,0.517334952781358,2026-02-08
Dhurandhar ❤❤,0,2026-02-08 10:47:26+00:00,dhurandhar,pos,0.517334952781358,2026-02-08
Dhurandhar supremacy 😂😂😂,1,2026-02-08 10:36:39+00:00,dhurandhar supremacy,pos,0.517334952781358,2026-02-08
Doja in Dhurandhar Direct by Dhar,1,2026-02-08 10:35:41+00:00,doja in dhurandhar direct by dhar,pos,0.5464456229678675,2026-02-08
The part of music also originally appears in the song &quot;Mundiya tu bachke rahi&quot; in the movie Boom,0,2026-02-08 10:33:13+00:00,the part of music also originally appears in the song quotmundiya tu bachke rahiquot in the movie boom,pos,0.5279031177797606,2026-02-08
Dhurandhar ❤🎉,1,2026-02-08 09:14:33+00:00,dhurandhar,pos,0.517334952781358,2026-02-08
This is sampled from Knight Rider Theme song… nostalgic for 90’s kid because we also played the game ❤,0,2026-02-08 08:43:12+00:00,this is sampled from knight rider theme song nostalgic for s kid because we also played the game,pos,0.6184900703304262,2026-02-08
Dhurandhar ne iske views bada diye,1,2026-02-08 08:28:07+00:00,dhurandhar ne iske views bada diye,pos,0.6128199229651863,2026-02-08
Dhurandhar 🎉🎉,2,2026-02-08 08:27:25+00:00,dhurandhar,pos,0.517334952781358,2026-02-08
Kyaa baat hai DhuranDhar themed song,0,2026-02-08 08:16:26+00:00,kyaa baat hai dhurandhar themed song,pos,0.6364302166530577,2026-02-08
Dhurandhar 2 🗿🔥,1,2026-02-08 07:58:59+00:00,dhurandhar,pos,0.517334952781358,2026-02-08
"Dhurandhar the revange ☠️❤️‍🔥 <a href=""https://www.youtube.com/watch?v=w6VZ4qm-e0w&amp;t=70"">1:10</a>",3,2026-02-08 07:48:17+00:00,dhurandhar the revange a href,pos,0.517334952781358,2026-02-08
I thought that the Dhurandhar makers had created this on their own.<br>but surprise surprise.<br>what a fantactic track......<br>Love it more after Dhurandhar made it its own....❤❤❤,1,2026-02-08 07:43:01+00:00,i thought that the dhurandhar makers had created this on their ownbut surprise surprisewhat a fantactic tracklove it more after dhurandhar made it its own,pos,0.5127209700306937,2026-02-08
doja cat went indian,0,2026-02-08 06:58:35+00:00,doja cat went indian,neg,0.5077443456753116,2026-02-08
Here after Dhurandhar: The Revenge teaser!!,0,2026-02-08 06:40:19+00:00,here after dhurandhar the revenge teaser,neg,0.5086517193982674,2026-02-08
Dhurandhr the revenge 🔥,0,2026-02-08 06:34:52+00:00,dhurandhr the revenge,neg,0.5086517193982674,2026-02-08
Jaskirat Singh Rangi☠☠☠☠☠,1,2026-02-08 06:05:57+00:00,jaskirat singh rangi,pos,0.517334952781358,2026-02-08
crayyyyyyzyyyyyyy,2,2026-02-08 05:41:24+00:00,crayyyyyyzyyyyyyy,pos,0.517334952781358,2026-02-08
This totally fits dhurandar&#39;s vibe oml,836,2026-02-08 05:41:10+00:00,this totally fits dhurandars vibe oml,pos,0.5406521986014553,2026-02-08
The Revenge on 19th March 2026 🔥,2,2026-02-08 05:38:58+00:00,the revenge on th march,neg,0.528461049503995,2026-02-08
This is knight rider theme....,6,2026-02-08 04:57:29+00:00,this is knight rider theme,pos,0.5479184696100737,2026-02-08
Who&#39;s here after Dhurandhar 2 teaser?!,2,2026-02-08 04:26:09+00:00,whos here after dhurandhar teaser,pos,0.517334952781358,2026-02-08
After Dhurandar 🤙💥🔥🔥,2,2026-02-08 04:24:18+00:00,after dhurandar,pos,0.517334952781358,2026-02-08
Main Dhurandhar ka teaser dekh ke aaya hu,3,2026-02-08 02:11:31+00:00,main dhurandhar ka teaser dekh ke aaya hu,neg,0.5753627566674817,2026-02-08
Dhurandhar 💀💀💀,2,2026-02-07 22:46:19+00:00,dhurandhar,pos,0.517334952781358,2026-02-07
Legends are here after Dhurandhar Part 2 Teaser🤣🔥🔥🗿,2,2026-02-07 22:10:39+00:00,legends are here after dhurandhar part teaser,neg,0.5565718536732545,2026-02-07
Cover Crazy Frog from song,1,2026-02-07 20:35:07+00:00,cover crazy frog from song,pos,0.5741031496017814,2026-02-07
Many dont know that even this song  BGM of Doja Cat is taken from 80s original song from TV series &quot;Knight Rider&quot; 😊,6,2026-02-07 19:27:39+00:00,many dont know that even this song bgm of doja cat is taken from s original song from tv series quotknight riderquot,neg,0.5315392086353302,2026-02-07
Dhurandar,1,2026-02-07 19:06:27+00:00,dhurandar,pos,0.517334952781358,2026-02-07
Don&#39;t say you are here because of Dhurandhar 2 teaser 😂😂,7,2026-02-07 17:52:52+00:00,dont say you are here because of dhurandhar teaser,neg,0.5018251034913072,2026-02-07
Bhai ye dhurandhar kya hai sab itna kyu baat kr rhe hai iske baare me,3,2026-02-07 17:45:05+00:00,bhai ye dhurandhar kya hai sab itna kyu baat kr rhe hai iske baare me,pos,0.517334952781358,2026-02-07
I&#39;m  not here after dhurandar it was from the game knight rider  if you are a 90s kid you can relate,2,2026-02-07 17:35:06+00:00,im not here after dhurandar it was from the game knight rider if you are a s kid you can relate,pos,0.5484456802701875,2026-02-07
Dhurandhar fans reporting 🎉,2,2026-02-07 17:25:52+00:00,dhurandhar fans reporting,pos,0.5303956937168229,2026-02-07
dhurandar 🥺💐,3,2026-02-07 17:22:22+00:00,dhurandar,pos,0.517334952781358,2026-02-07
Music is dope until she starts to sing,2,2026-02-07 17:13:58+00:00,music is dope until she starts to sing,pos,0.6440347619991158,2026-02-07
Those who are not here after watching Dhurandhar can like (OG Doja Fans),6,2026-02-07 16:53:31+00:00,those who are not here after watching dhurandhar can like og doja fans,neg,0.5835885580551305,2026-02-07
THOSE who really knows original👹<br>-Knight rider theme,7,2026-02-07 15:00:56+00:00,those who really knows originalknight rider theme,pos,0.5931540919571482,2026-02-07
Who is here after dhundhar :the revenge teaser,4,2026-02-07 14:09:34+00:00,who is here after dhundhar the revenge teaser,neg,0.5086517193982674,2026-02-07
wtf it suited as well to Dhurandhar,5,2026-02-07 13:32:55+00:00,wtf it suited as well to dhurandhar,pos,0.5134777315675713,2026-02-07
Every day I listen to this song just for the music not for the rap,3,2026-02-07 13:20:36+00:00,every day i listen to this song just for the music not for the rap,pos,0.6012976077197254,2026-02-07
men rule the world,4,2026-02-07 13:20:29+00:00,men rule the world,pos,0.6039197292974787,2026-02-07
DHURANDHAR&#39;S ASSEMBLE 😅❤,5,2026-02-07 13:12:11+00:00,dhurandhars assemble,pos,0.517334952781358,2026-02-07
Dhurendhar revenge,47,2026-02-07 11:49:12+00:00,dhurendhar revenge,neg,0.5086517193982674,2026-02-07
"<a href=""http://www.youtube.com/results?search_query=%23dhurenderrevenge"">#DhurenderRevenge</a>",5,2026-02-07 11:45:55+00:00,a href,pos,0.517334952781358,2026-02-07
I never knew the song ever exist before dhurandhar,10,2026-02-07 11:39:37+00:00,i never knew the song ever exist before dhurandhar,pos,0.5329534835855577,2026-02-07
Perfect soundtrack for Jaskirat Singh Rangi ✨🫡🇮🇳 Dhurandhar the revenge,10,2026-02-07 11:37:55+00:00,perfect soundtrack for jaskirat singh rangi dhurandhar the revenge,pos,0.6363793043692809,2026-02-07
Dhurandhar 🤯,4,2026-02-07 11:35:04+00:00,dhurandhar,pos,0.517334952781358,2026-02-07
Dhurandhar The Revenge Teaser....... 🔥🔥🔥🔥🔥🔥🔥🔥,6,2026-02-07 11:20:44+00:00,dhurandhar the revenge teaser,neg,0.5086517193982674,2026-02-07
Once again that’s a banger,2,2026-02-07 11:00:53+00:00,once again thats a banger,pos,0.517334952781358,2026-02-07
